ID,COUNTRY,ISO,ADMIN_LEVEL_NAME,PCODE,REGION,CATEGORY,MEASURE,TARGETED_POP_GROUP,COMMENTS,DATE_IMPLEMENTED,SOURCE,SOURCE_TYPE,LINK,ENTRY_DATE,Alternative source
408,Austria,AUT,,,Europe,Movement restrictions,Travel restrictions,Yes,"entry ban for travelers from Great Britain, Netherlands, Ukraine, Russia unless they have a medical certificate confirming no coronavirus infection and will self-quarantine for 14 days",16/03/2020,Ministry of Social Affairs,Government,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Coronavirus---Aktuelle-Ma%C3%9Fnahmen.html,15/03/2020,
409,Austria,AUT,,,Europe,Social distancing,Schools closure ,No,schools and education institutions closed starting for secondary schools on 16 March and on 18 March for primary schools,16/03/2020,Government,Government,https://www.oesterreich.gv.at/themen/coronavirus_in_oesterreich/aktuelle_entwicklungen_in_der_schule.html,15/03/2020,
410,Austria,AUT,,,Europe,Social and economic measures,Economic measures,No,announcement of economic measures including loans for private businesses,14/03/2020,Government,Government,https://www.oesterreich.gv.at/themen/coronavirus_in_oesterreich/corona_krisenbew%C3%A4ltigungsfonds_fuer_unternehmen_und_arbeitsplaetze.html,15/03/2020,
411,Austria,AUT,,,Europe,Movement restrictions,Flights suspension,Yes,suspension of flights and trains from and to Italy,10/03/2020,Government,Government,https://www.oesterreich.gv.at/themen/coronavirus_in_oesterreich/coronavirus_in_oesterreich_aktuelle_massnahmen.html,15/03/2020,
412,Austria,AUT,,,Europe,Social distancing,Limit public gatherings,No,limit of public gatherings over 500 person outdoors and limit of indoor gatherings to 100 person,10/03/2020,Government,Government,https://www.oesterreich.gv.at/themen/coronavirus_in_oesterreich/coronavirus_in_oesterreich_aktuelle_massnahmen.html,15/03/2020,
413,Austria,AUT,,,Europe,Movement restrictions,Flights suspension,Yes,"suspension of flights and trains from Switzerland, Spain, France",16/03/2020,Ministry for Foreign Affairs,Government,https://www.bmeia.gv.at/,15/03/2020,
414,Austria,AUT,,,Europe,Movement restrictions,Border checks ,Yes,intensified border checks at forder with Italy,11/03/2020,Reuters,Media,https://www.reuters.com/article/us-health-coronavirus-austria/austria-closing-schools-over-coronavirus-as-border-checks-take-effect-idUSKBN20Y2YC,15/03/2020,
415,Austria,AUT,Tyrol,,Europe,Public health measures,Introduction of quarantine policies,Yes,Introduction of quarantine policiesfor residents of Paznautal and St. Anton (Tirol State) for 14 days meaning nobody is permitted to enter or leave the areas under quarantine while local residents are still permitted to leave their homes,13/03/2020,Tyrol Government,Government,https://www.tirol.gv.at/meldungen/meldung/artikel/coronavirus-paznauntal-und-st-anton-am-arlberg-werden-isoliert-1/,15/03/2020,
859,Austria,AUT,,,Europe,Social distancing,Public services closure ,Yes,"Closure of all ski lifts and hotels in Tyrol, Salzburg, Carinthia and Upper Austria",16/03/2020,Government,Government,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Coronavirus---Aktuelle-Ma%C3%9Fnahmen.html,20/03/2020,
860,Austria,AUT,Tyrol,,Europe,Public health measures,Introduction of quarantine policies,No,Quarantine extended to Sölden and St.Christoph am Arlberg halting all travel from and to the areas,17/03/2020,Government ,Government,https://www.tirol.gv.at/meldungen/meldung/artikel/coronavirus-soelden-wird-unter-quarantaene-gestellt/,20/03/2020,
861,Austria,AUT,Vorarlberg,,Europe,Public health measures,Introduction of quarantine policies,No,Quarantine implemented for the Arlberg region halting all travel from and to the areas; at implementation time limited to 3rd April,17/03/2020,Government,Government,https://vorarlberg.at/web/land-vorarlberg/contentdetailseite/-/asset_publisher/qA6AJ38txu0k/content/informationen-zum-coronavirus?article_id=554628,20/03/2020,
862,Austria,AUT,Vorarlberg,,Europe,Public health measures,Introduction of quarantine policies,Yes,People previously in the Arlberg region need to follow a 14 day mandatory home quaratine,17/03/2020,Government,Government,https://vorarlberg.at/web/land-vorarlberg/contentdetailseite/-/asset_publisher/qA6AJ38txu0k/content/informationen-zum-coronavirus?article_id=554628,20/03/2020,
863,Austria,AUT,Tyrol,,Europe,Social and economic measures,General lockdown,No,All municipalities in Tyrol are under quarantine with no movements in between municipalities,19/03/2020,Government,Government,https://www.tirol.gv.at/fileadmin/buergerservice/Downloads/LGB_19032020.pdf,20/03/2020,
864,Austria,AUT,Carinthia,,Europe,Public health measures,Introduction of quarantine policies,No,Quarantine implemented for the Heiligenblut region halting all travel from and to the areas,,Government,Government,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Coronavirus---Aktuelle-Ma%C3%9Fnahmen.html,20/03/2020,
865,Austria,AUT,Salzburg,,Europe,Public health measures,Introduction of quarantine policies,No,"Quarantine implemented for the the municipalities of Bad Gastein, Bad Hofgastein, Dorfgastein, Großarl und Hüttschlag region halting all travel from and to the areas",,Government,Government,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Coronavirus---Aktuelle-Ma%C3%9Fnahmen.html,20/03/2020,
866,Austria,AUT,Tyrol,,Europe,Social and economic measures,Economic measures,No,"Appeal to not purchase products online, but wait and support the local economy post-crises",18/03/2020,Government,Government,https://www.tirol.gv.at/meldungen/meldung/artikel/lrin-zoller-frischauf-spaeter-in-tirol-kaufen-statt-jetzt-von-der-couch-aus-weltweit-bestellen/,20/03/2020,
867,Austria,AUT,Tyrol,,Europe,Public health measures,Psychological assistance and medical social work,No,A hotline for mental health and stress related the virus were set-up,17/03/2020,Government,Government,https://www.tirol.gv.at/meldungen/meldung/artikel/land-tirol-richtet-psychosozialen-dienst-ein/,20/03/2020,
892,Austria,AUT,,,Europe,Social and economic measures,Fines for noncompliance,No,"Police moves from a ""recommend and guide"" to a fine approach where necessary with fines increasing to a max of 3600 EUR; across states in Austria",20/03/2020,Government,Government,https://www.vienna.at/verstoesse-gegen-coronavirus-massnahmen-koennen-teuer-werden/6561434,20/03/2020,https://www.tirol.gv.at/fileadmin/buergerservice/Downloads/LGB_19032020.pdf
893,Austria,AUT,Tyrol,,Europe,Movement restrictions,Travel restrictions,No,People without residency in Tyrol mandated to leave,19/03/2020,Government,Government,https://www.tirol.gv.at/fileadmin/buergerservice/Downloads/LGB_19032020.pdf,20/03/2020,
50,Azerbaijan,AZE,,,Middle East,Public health measures,Introduction of quarantine policies,Yes,international travelers with symptoms,1/03/2020,U.S. DEPARTMENT of STATE ,Government,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/azerbajian-travel-advisory.html,14/03/2020,
54,Azerbaijan,AZE,,,Middle East,Movement restrictions,Visa restrictions,No,temporarily suspended the issuance of e-visas. ,1/03/2020,US Embassy ,Government,https://az.usembassy.gov/covid-19-information-for-azerbaijan/,14/03/2020,
58,Azerbaijan,AZE,,,Middle East,Public health measures,Health screenings in airports and border crossings,No,,1/03/2020,US Embassy ,Government,https://az.usembassy.gov/covid-19-information-for-azerbaijan/,14/03/2020,
59,Azerbaijan,AZE,,,Middle East,Movement restrictions,Border closure ,Yes,Iran and Georgia,29/02/2020,Caspian News,Media,https://caspiannews.com/news-detail/azerbaijan-who-team-up-to-fight-covid-19-2020-3-13-21/,14/03/2020,https://menafn.com/1099853473/Azerbaijans-health-association-talks-measures-to-protect-citizens-from-coronavirus-UPDATE
76,Azerbaijan,AZE,,,Middle East,Social distancing,Schools closure ,Yes,,1/03/2020,ISC,Other organisations,https://www.iscresearch.com/cornavirus-covid-19-update,14/03/2020,
1017,Azerbaijan,AZE,,,Middle East,Public health measures,Introduction of quarantine policies,No,"In the event of suspected coronavirus symptoms, a person will be quarantined in one of three quarantine facilities for 14 days or more, or until the person is determined to be free of the coronavirus; passengers arriving from countries which have high numbers of COVID-19 cases may be placed in quarantine immediately upon arrival, or may be asked to undergo self-quarantine, for 14 days in either case",,US Embassy,Government,https://az.usembassy.gov/covid-19-information-for-azerbaijan/,20/03/2020,
1019,Azerbaijan,AZE,,,Middle East,Public health measures,Awareness campaigns,No,"Assistance from WHO mission on COVID 19 preparedness measures. Azerbaijan is 1 of the 17 countries in the WHO European Region that is receiving laboratory testing kits. The first round of kits was distributed in February, and a second round is currently being shipped. The country will also be receiving personal protective equipment (PPE) for frontline health-care workers caring for patients with suspected and confirmed COVID-19, and laboratory staff who are testing swabs of suspected cases.",9/03/2020,WHO Europe,UN,"http://www.euro.who.int/en/countries/azerbaijan/news/news/2020/3/azerbaijan-steps-up-covid-19-preparedness-and-readiness-measures,-welcoming-who-mission",20/03/2020,
1020,Azerbaijan,AZE,,,Middle East,Movement restrictions,Border closure ,Yes,Entry to Azerbaijan is temporarily suspended for all citizens of China and Iran. Visa issuance for the citizens of these countries has also been suspended,,Travel Authority,Government,https://azerbaijan.travel/covid-19-en,20/03/2020,
1021,Azerbaijan,AZE,,,Middle East,Movement restrictions,Travel restrictions,No,"Flights to and from China, Iran, France, Germany, Kazakhstan and Ukraine are cancelled",,Travel Authority,Government,https://azerbaijan.travel/covid-19-en,20/03/2020,
1022,Azerbaijan,AZE,,,Middle East,Movement restrictions,Visa restrictions,Yes,Cancelling routine nonimmigrant visa checks ,12/03/2020,US Embassy,Government,https://az.usembassy.gov/announcement-for-all-visa-applicants/,20/03/2020,
1023,Azerbaijan,AZE,,,Middle East,Movement Restrictions ,Border closure ,No,"closed border between Russia and Azerbaijan to all traffic; allowances are made for citizens of Azerbaijan to cross the border to return home, and vice-versa",18/03/2020,US Embassy,Government,https://az.usembassy.gov/covid-19-information-for-azerbaijan/,20/03/2020,
1024,Azerbaijan,AZE,,,Middle East,Movement Restriction,Border closure ,No ,"closed border between Georgia and Azerbaijan to all traffic for 10 days; allowances are made for citizens of Azerbaijan to cross the border to return home, and vice-versa",14/03/2020,US Embassy,Government,https://az.usembassy.gov/covid-19-information-for-azerbaijan/,20/03/2020,
1025,Azerbaijan,AZE,,,Middle East,Movement Restriction,Border closure ,No,"closed border between Iran and Azerbaijan to all traffic for 10 days; allowances are made for citizens of Azerbaijan to cross the border to return home, and vice-versa",29/02/2020,US Embassy,Government,https://az.usembassy.gov/covid-19-information-for-azerbaijan/,20/03/2020,
1026,Azerbaijan,AZE,,,Middle East,Movement Restriction,Border closure ,No,"closed border between Turkey and Azerbaijan to all traffic for 10 days; allowances are made for citizens of Azerbaijan to cross the border to return home, and vice-versa",14/03/2020,US Embassy,Government,https://az.usembassy.gov/covid-19-information-for-azerbaijan/,20/03/2020,
1027,Azerbaijan,AZE,,,Middle East,Public health measures,Health screenings in airports and border crossings,No,"border officials are screening all arriving travelers for symptoms. In case of any suspected exposure, the passenger — regardless of national origin or purpose of travel — will be evaluated and sent to specially designated facilities for quarantine, as appropriate.",,US Embassy,Government,https://az.usembassy.gov/covid-19-information-for-azerbaijan/,20/03/2020,
1028,Azerbaijan,AZE,,,Middle East,Social distancing,Limit public gatherings,No ,Mass events and celebrations of the Novruz Festival have been cancelled; recommend refraining from mass events an dpublic gathering areas unless necessary ,,Travel Authority,Government,https://azerbaijan.travel/covid-19-en,20/03/2020,
1029,Azerbaijan,AZE,,,Middle East,Public health measures,Awareness campaigns,No,Azerbaijan government has launched an information portal aimed to raise public awareness on prevention of the spread of Coronavirus infection and prophylaxis of the disease in the Country (https://koronavirusinfo.az/). ,19/03/2020,Azertag,Media,https://azertag.az/en/xeber/1444303,20/03/2020,https://dnd.com.pk/azerbaijan-launches-information-portal-to-raise-public-awareness-on-covid-19/184456
1030,Azerbaijan,AZE,,,Middle East,Social and economic measures,Economic measures,No,Azerbaijani President Ilham Aliyev has signed a Decree calling for the establishment of a Fund to Support Fight Against Coronavirus,19/03/2020,Azertag,Media,https://azertag.az/en/xeber/1444875,20/03/2020,
106,Bahamas,BHS,,,Americas,Movement restrictions,Travel restrictions,Yes,"Foreign nationals who have been in Italy, South Korea, China, or Iran over the last 20 days are unable to enter ",7/03/2020,IATA,Other organisations,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,14/03/2020,
107,Bahamas,BHS,,,Americas,Public health measures,Introduction of quarantine policies,Yes,"Residents who have returned from China, South Korea, Italy, Iran will be immediately quarantined for 14 days.",7/03/2020,IATA,Other organisations,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,14/03/2020,
